Actual,Predicted,Precision,Recall,F1
"Ben Affleck admits he asked PBS show ""Finding Your Roots"" to avoid mentioning his slave-owning ancestor Dean Obeidallah says the actor and the show were right to leave the detail out ","Ben Affleck lobbied producers of a PBS show, ""Finding Your Roots,"" to remove any reference to his great-great-great grandfather Benjamin Cole. Cole was a Georgia slave owner in the mid-1800's. Affleck's grandfather was a slave owner, too.n an episode that looked at Affleck's family history. When the episode aired in October 2014, there was no mention of the star's slave-owning ancestor. The show's producer, Harvard professor Henry Louis Gates Jr., apparently acquiesced to the request. Affleck revealed Cole's name Wednesday night.Affleck says he asked Gates to delete reference to his slave-owning relative. Affleck: ""I didn't want any television show about my fam"" WikiLeaks released hacked emails revealing exchange between Gates and Sony Pictures chief Michael Lynton. Lynton responded, ""all things being equal, I would definitely take it out""Gates has publicly denied that he made his decision about the content of the program based on Affleck's request. But it seems likely that he did. Affleck noted as much in his Facebook post, writing that Gates ""agreed with me on the slave owner but made other choices I disagreed with""PBS has launched an internal review to determine if the show violated its own editorial standards. Let's be clear: ""Finding Your Roots"" is not an investigative news show; it's an entertainment program. Whatever the results of the review, Affleck and Gates did the right thing.There's not even a hint that Affleck strong-armed the producers or made any type of threats against them if they included the information. In the emails between Gates and Lynton, which they presumably believed at the time were confidential and would remain so, there was no mention of undue pressure by Affleck.Gates: ""I maintain editorial control on all of my projects and, with my producers, decide what will make for the most compelling program"" Affleck's great-grandfather was an occult enthusiast, and his mother who marched in the Civil War, Gates says.ed for civil rights during the Freedom Summer of 1964."" My view would be different if Affleck had a history of uttering racist remarks or engaging in racist conduct. That would have made the information truly newsworthy. But instead we have a man known for championing progressive causes, which I'm sure made him even more acutely sensitive.Affleck had every right to ask for the information about a long-deceased distant relative to be left out of the show. PBS had the choice to include it or leave it out. I applaud PBS for doing the right thing at a time when media outlets rarely show any restraint.ye.ye. Ye.ye Ye. ye.ye! Ye. Ye! Ye!Ye!ye!Ye.ye? Ye!ye. ye!ye?!?!?!? You.ye?!? Ye?ye!ye?ye? ye? Ye?!? ye! Ye?!?!!?!?Ye!Ye?!?ye?!!Ye?Ye? Ye!.ye!Y!Ye!.Ye!Y?!? Y!Ye!'Ye!y!Ye!""Ye! ye!Ye!, Ye!Y!!Y!Y!'Y!'Ye!'Y!y!'Y'Y!'y!Y%20Y%19Y%5Y%4Y%2Y%3D%2G%2C%3C%2D%3E%2F%3F%2B%3A%2E%3B%2S%2R%2A%3G%3H%2M%2L%2I%2H%3S%3e%2b%2c%2f%2g%3a%2e%3d%3c%3b%3i%2d%2i%3f%3g%2a%3h%2m%2J%3s%2h%3u%3o%3l%2%3r%2eq%2q%2s%3t%2p%3m%3%2o%2u%2Q%3q%3si%3p%2ci%3x%3v%3j%3J%2r%3M%3I%3Q%2l%3ci%2k%3rd%2x%2P%2j%2T%2EF%3L%3R%3eq%3n%2v%2K%2t%3sa%2bn%3k%2nd%2ce%2fc%2bi%3bi%2be%2fa%2,%3ce%3fc2%22%3bn%2fd%3ed%2dc2%0%3fa2%1%3,%2EC%3EF2%2CF%2AE%2AF%3EC%2FB%2FA%2FC%2CI%2FF%3AE%3AF%2DC%2ef%3FC%3ea%2eb%3ef%2ec%2ed%3ae%3ba%2af%3dc2&3f2f2c&3a&3c2f3f3e&3b&3i&3d&3e00%2eca%2fb%2ff%2ae%2ca%2cf%3ec%3de%2ffe%3ffe%2ba%3ca%3eb%2fi%3fe%2cia%3afe%2fs2c2c3%3da%3be%3ja%3af%2 f2c0%2de%3cia%2afe%3cf3c3&3ce&3fa%3aa%2fe%3eca%3fi%2ac%3ead%3df2c\/f2g2c-2f4c2 +f2C2 &3C2%20%2Fa%3CA%2CA%3FA%3aea%2Fi%3DF2c %3ac%2ea%3ff%3DC%3fell%3fac2c+f3c\/e2f&3ae%,%3CF2e&2ce&2f0&3EF%2DF2&2EF2EF&3AF&3CA&3AE&3F2ce, f2ce%, f3ce,f2EF, e2c#f2e%, m2c1%2_e2a&2a, d3c0, a2e, b2c, c2a%, d2c02, i2c%, e1, s2d, g2f,c2ce &2d2, m3c,  e3, E2,e2,a2,c3,e3e,c1,d3,f3,a,2,d2C, 1,1,e,3,d4,c,2c,. e,b,2d a,d,a f,d b,c 2,c 2,",0.690359354019165,0.8340729475021362,0.7554419636726379
"Mered Medhanie and Ermias Ghermay 'have made Â£72m in last two years'Medhanie heard on police wiretap mocking the fatal overcrowding of ships Ghermay reportedly said: 'I don't know what happened, they probably died'Pair wanted over major smuggling ring, but are hiding in lawless Libya ","Ermias Ghermay and his accomplice Mered Medhanie thought to have made £72m smuggling migrants in the last two years. One of them was heard laughing on a police wiretap about overloading boats in the Mediterranean, it has been reported.Medhanie, 34, is said to have boasted: 'They say I put too many aboard, but they're the ones who want to leave in a hurry' A second trafficker, Ermias Ghermay, is thought to have made £72million with Medhanie from smuggling in the last two years.Ghermay, who also lives in Tripoli, was already wanted on an arrest warrant in connection with an October 2013 capsizing off Lampedusa that left 366 dead. Reports of the conversations come just days after at least 900 people were feared to have drowned in one of the worst maritime disasters since the end of World War Two.Ghermay and Medhanie are among several traffickers wanted in connection with a major human smuggling ring. They are exploiting the lawlessness in the collapse state which has allowed smugglers to operate with impunity since the fall of Gaddafi. The pair enjoy the protection of local law authorities in the capital after it was taken over by a rival Islamist group.Medhanie, who is thought to have a wife and child in Sweden, is heard expressing scant regard for migrant suffering. In another wire tap recording, Medhanie is heard saying: 'We do an ille.action. We do an Illeaction''I sent off 7,000 to 8,000.gal job – but what do you expect? We're not the government,' he says, according to La Stampa as reported by The Independent. Another intercept reveals a discussion between Medhanie and his accomplices in Italy about the possibility of setting up bank accounts in the United Arab Emirates.Barbaric human traffickers are separating migrants by race. They lock those with the darkest skin below deck where death is inevitable if the boat sinks, survivors have told. European governments came under increasing pressure to tackle the Mediterranean's migrant crisis ahead of a summit. Hundreds of migrants died over the weekend.Passengers from sub-Saharan Africa were placed in the hold with no water, sunlight or, crucially, means of escape. One boy from Somalia told aid workers from Save The Children: 'They pushed eight Nigerians into the sea. They all drowned' Conversely, a 17-year-old Palestinian boy who fled Gaza for Italy in February said he was placed on an upper level.Police in Palermo arrested 15 people on Monday in connection with a smuggling ring they say was masterminded by Ghermay. Prosecutors say the network had generated transactions worth hundreds of thousands of euros criss-crossing Europe as migrants paid not only to cross the Mediterranean but to join relatives in northern Europe.Migrants pay hundreds of dollars more to get out of holding centers and at least another $1,000 to travel to northern Europe. Payments for each leg are made up front, often using the Islamic hawala banking system. The payment information is then transmitted to the actual traffickers on the ground.Harrowing details emerge of the fate of those who died in the worst tragedy to date. Crisis set to be discussed at an emergency summit on Thursday. Allegations of callous disregard for Arab and African lives are pushing EU leaders to respond. 800 people are feared to have died in appalling circumstances off the coast.coast of Libya on Sunday. Tunisian boat captain Mohammed Ali Malek is seen speaking to a nurse, believed to be Enrico Vitiello on an Italian coastguard ship. He has been arrested over the deaths of 950 migrants in the boat tragedy. Italian Coast Guard ship Gregoretti prepares to disembark one of the 24 bodies.Only 28 people, including two crew members who have been arrested, survived. Survivors have described the moment the doomed ship sank, telling how they clung to dead bodies in the pitch black sea in order to stay afloat. The vast majority of those on board were locked in the hold or the middle deck when it capsized.Bangladeshi Riajul Islam, 17, said the only reason he survived was because he was on the top deck and knew how to swim. Nasir Khan, a fellow 17-year-old Bangladeshi, said he was also on theTop deck and lived by clinging on to a life vest.from Libya on Saturday and sent out a distress signal shortly before midnight. It later capsized 120 miles south of the Italian island of Lampedusa. The ship is believed to have been carrying more than 1,000 passengers and crew. It is believed the ship was bound for the island from Libya and was headed for Italy.",0.7239953875541687,0.8424533605575562,0.7787454128265381
"Beatrice seen watching race on terrace with the Gulf state's Crown Prince Marks 13th holiday since November last year, and fourth in a month Princess quit her job at Sony Pictures in New York before Christmas Despite that she isÂ describedÂ as working full-time on her father's website ","Princess Beatrice has been seen at the Bahrain Grand Prix, her fourth holiday in a month. The 26-year-old was in the Gulf state, ruled by a controversial king. She has been on 11 holidays in under six months, and is underemployed.as been accused of violently repressing pro-democracy activists, with her long-term boyfriend Dave Clark. An onlooker who saw her among dignitaries on the starting grid before the race. She was introduced to the recently abdicated King Carlos of Spain and curtseyed, the source said.Beatrice receives no public funding but her jet-set lifestyle has raised eyebrows. The Queen is keen to promote royal thriftiness. Sir Jackie Stewart and comedian Rory Bremner were also in the tower. Britain’s Lewis Hamilton won after battling it out over the 57 laps of the 192 mile race.The 26-year-old princess was spotted in the Gulf state with her long-term boyfriend Dave Clark, according to an onlooker. According to the witness, Beatrice was with the Crown Prince, whose regime has been accused of violently putting down pro-democracy protests. Buckingham Palace spokesman said: ‘No comment’Beatrice and her sister Eugenie were seen chatting animatedly to the king’s wife, Princess Sabeeka bint Ibrahim Al Khalifa. Beatrice, whose father the Duke of York has been nicknamed Air Miles Andy, is still described as working ‘in full time business’ on her father's official website.Beatrice is described as 'working full-time' on her father the Duke of York's website. She has not had a job since before Christmas and quit her £19,500-a-year post at Sony Entertainment Pictures. It is claimed she was targeted by a North Korean cyber-attack on the firm.Beatri has not had a job since before Christmas. Before quitting, she managed to get some winter sun in the Middle East. She was officially in UAE for an engagement with her father, unveiling a couple of plaques at a British school in Abu Dhabi alongside UK ambassador Philip Parham and the UAE’s culture minister.Beatrice and Mr Clark flew to Beijing for the wedding of photographer and graphic designer Victoria Tang. Victoria is the daughter of Fergie’s firm friend Sir David Tang, the Hong Kong businessman and socialite. Since boxing day last year Beatrice has made use of her parents' £13million ski chalet in Verbier three times.Beatrice has since soaked up the sun with Mr Clark on two trips to Caribbean island St Barts. She also squeezed in three trips to her parents’ £13million chalet in Verbier, Switzerland. Last month she flew to New York to celebrate sister Eugenie’s 25th birthday.Beatrice has been to New York, Aspen, Florida and Bahrain this year alone. She also recently spent a long weekend with friends in Greece. Beatrice retired from Sony in November 2014 and is now living in the UAE. She has also been spotted in St Barts and Verbier, Switzerland.Beatrice took in the Abu Dhabi Grand Prix with boyfriend Dave Clark. The fun included trying camel meat and going to a lavish party on board HMS Mahiki. Later the same week Beatrice flew to Beijing with mother Fergie and her sister to watch Victoria Tang, daughter of Hong Kong businessman Sir David Tang, get married.Beatrice and Prince Philip married in a church wedding in Verbier, Switzerland. Beatrice spent Christmas at Sandringham with the Queen and her family. She then jetted off to the Caribbean for a holiday with her husband and family. The couple are now expecting their first child, a boy, in the spring.ere she saw in 2015 relaxing in a yacht though to belong to billionaire Lakshmi Mittal. She was joined by her boyfriend Dave, American fashion writer Derek Blasberg, Anna Wintour’s daughter Bee Shaffer and New York fashion girls Tracy Dubbs and Molly Howard.Bea is back in the UK after a double holiday in the Caribbean. She visited her sister Eugenie, who works at an auction house in New York. Bea is taking a finance course in the U.S., which afforded her the perfect excuse to visit her sister.Dave and Gabriela Peacock spend Valentine's Day with Prince Harry and Princess Eugenie. Joining them were Amanda Wakeley’s boyfriend Hugh Morrison, socialite Emma Pilkington and Jack Brooksbank. A surprise treat from Dave sees the couple fly off for another skiing holiday in just seven days.Beatrice jetted to Greece for a weekend of revels with friends. Details are sparse, but insiders say there was no purpose to her visit beyond fun. Eugenie's birthday saw Beatrice back in New York for a long weekend including mother Fergie. In a bizarre incident father Andrew persuaded an audience at Buckingham Palace to sing Happy Birthday to Beatrice.Bea is back off to Florida this time for her 12th holiday in just five months. Beatrice is spotted in Bahrain as a guest of the Gulf state's Crown Prince, who father has helped to put down pro-democracy protests. She is whisked away with the prince to watch Lewis Hamilton win thi.e race from a platform suspended above the track. i.e. race from an elevated platform suspended from a track. I.e Race from a Platform suspended Above the Track.  I.E Race From A Platform Suspended Above The Track    I.",0.6993762254714966,0.8222001194953918,0.7558308839797974
"Justice Dept sent 7-page letter to House Speaker John Boehner explaining why the former IRS official was allowed to plead the Fifth Amendment Federal prosecutor in charge of the case sent his decision to Capitol Hill on the last day before his own resignation took effect Lerner offered a self-serving opening statement during a 2013 hearing, but refused to take questions even though she was under subpoena Hearing focused on the IRS's habit of targeting conservative groups with special scrutiny based on words like 'patriots' or 'tea party' in their names The DOJ says she can't be prosecuted for defying the subpoena 'because she made only general claims of innocence' and offered few details ","Lois Lerner won't be charged with a crime for defying a congressional subpoena. U.S. Attorney Ronald Machen told House Speaker John Boehner in a seven-page letter that Lerner could wrap herself in the Constitution's Fifth Amendment. The IRS has been accused of discriminating against conservative nonprofit groups.Lerner has long been in the GOP's crosshairs because she led the IRS department tasked with approving nonprofit groups' applications for tax-exempt status. Beginning in 2010, the department gave conservative groups with words like 'patriots' or 'tea party' in their names extra scrutiny.Former IRS official Lois Lerner insisted on her innocence in an opening statement during a 2013 congressional hearing. She then refused to answer lawmakers' questions – a choice that the Obama administration now says was perfectly legal. U.S. Attorney for the District of Columbia Ronald Machen dropped his bomb on Congress just days after Lerner's testimony.Machen's letter was addressed to House Speaker John Boehner, who was in Jerusalem visiting with Israeli Prime Minister Benjamin Netanyahu. When she refused again to answer questions during a second hearing on March 5, 2014, House Republicans prepared a criminal contempt citation and referred the case to the Justice Department. California Republican Rep. Darrell Issa, then the Oversigh of the House of Representatives, approved the citation one day before leaving office.t committee's chairman, told Lerner in one hearing that she had 'effectively waived your rights' by defending herself under oath. Machen told Boehner on Tuesday that since Lerner had only made 'general claims of innocence,' she was within her rights to refuse to testify. 'I have not done anything wrong,' Lerner had said in the 2013 hearing.'Ms. Lemer's general denials of wrongdoing did not amount to ""testimony"" about the actual facts under the Committee's review,' he said. 'The Fiflh Amendment to the Constitution would provide Ms. Lerner with an absolute defense, should she be prosecuted for her refusal to testify''Once again, the Obama administration has tried to sweep IRS targeting of taxpayers for their political beliefs under the rug,' Boehner spokesman Michael Steel told Daily Mail Online. 'But unaccountable federal bureaucrats using their power to attack the First Amendment strikes at the heart of our democracy,' he added.Attorney General Eric Holder has refused repeatedly to bring in a special counsel, instead appointing attorney Barbara Bosserman to lead an internal probe. Republicans see Bosserman as a politically conflicted choice: Federal Election Commission records show that she donated a total of $6,750 to Obama’s campaigns and to the Democratic Nati.During the tea party targeting hearings, it was Oversight committee ranking Democrat Elijah Cummings who was regularly exasperated – but now Darrell Issa is frustrated by a lack of accountability for Lerner. Tea party groups and other conservative organizations seeking tax-exempt status were kept in limbo for years while the IRS often green-lighted liberal groups in weeks or months.onal contempt citation against Lerner – and one against Holder, for refusing to turn over documents related to the scandal – was livid. 'Refusing to prosecute Mrs. Lerner and Mr. Holder after they were held in contempt by a vote of the House of Representatives sends a disturbing message,' he said.Rep. Jason Chaffetz said Machen's letter 'exhibits a disregard for the rule of law' and scoffed at his objectivity. 'It is unclear whether the Administration directed Mr. Machen not to prosecute Lois Lerner, or whether he was motivated by an ideological kinship with IRS’s leadership,' he said.Lerner's attorney, William Taylor, said in a statement that his client 'looks forward to moving on with her life' 'It is unfortunate that the majority party in the House put politics before a citizen's constitutional rights,' Taylor said. 'We need to ensure that the people responsible, including Lois Lerner, are held accountable'",0.7589014768600464,0.8431409001350403,0.798806369304657
Obama's point man in ISIS fight doesn't rule out US military action beyond Iraq and Syria Brett McGurk: Iraqi leader making progress with Sunni tribes in planned Anbar offensive ,"Brett McGurk is the Obama administration's point man in the fight against ISIS. He said the U.S. is in ""uncharted territory"" when it comes to putting down the terror group. The comments were some of the administration's strongest to date in describing the challenge.More than 20,000 foreign fighters have gone into Syria, McGurk says. That's about twice the number that went into Afghanistan in the 1980s to fight the Soviet Union, he says. ""We're in unchartered territory here,"" he says of the situation in Syria.ISIS has expanded its reach to Libya, Egypt and Yemen. McGurk did not rule out expanding U.S. military action beyond Iraq and Syria. ""We have a lot of tools to protect ourselves and our national security interests, some of which are miliastic,"" he said.tary tools,"" he said. ""Of course we apply those tools when the president determines and our chain of command makes the recommendation that that is the right thing to do"" The U.S. has also been stepping up efforts to involve Sunni groups in the fight against ISIS.etting Sunni tribes to support a planned Iraqi offensive against ISIS in Anbar province in the coming weeks. He stressed the importance of working with al-Abadi, noting that the Iraqi leader was last week handing out more than 1,000 AK-47s to tribal fighters. ""They put out this very perverse, twi""Instead of getting a slave bride as ISIS leaders promise them, they're more likely to get killed by a female Peshmerga fighter in the streets of Kobani,"" he says. That bottom line, he assessed, could turn the tide. ""The foreign fighters are learning the reality of what ISIS is up to""""I think we're going to see those networks begin to dry up,"" he says. ""It's like when they go to join this twisted version of a caliphate, and I think we'll see that dry up"" He adds: ""Those networks are going to begin to evaporate""",0.6888922452926636,0.8664169907569885,0.7675231099128723
Farage claims PM has been secretly using hair dye to turn back the years He said: 'Any man who can reverse the greying process Iâ€™m jealous of'The PM has been accused of visiting stylists to keep hair looking youthful ,"Ukip leader said he was ‘jealous’ of how the Tory leader has reversed the greying process while in Downing Street. Mr Farage said he had shaken Mr Cameron’s hand and ‘complimented him on his appearance’ Mr Cameron has been accused of trying to hide his bald spot.Nigel Farage said any man who can reverse the greying process I'm jealous of. 'I'm going to have a go myself, it’s a wonderful thing,' he said. Mr Cameron, 48, has previously been accused of visiting stylist. He's also lost a lot of weight and is going out jogging.In 2011, Downing Street was forced to deny claims Mr Cameron was fighting the relentless process with unnatural help after his grey hairs looked less prominent. ‘I promise you he has not dyed his hair,’ a spokesman said. Mr Farage said he was ‘jealous’ of how the Tory leader has reversed the greying process while in Downing Street.Mr Farage said: ‘To a certain extent they all are. Some people it worries to death and others really don’t worry too much' Before he was elected Mr Cameron revealed he was concerned about going grey. 'I've had a few grey hairs and I expect I'll get a few more,' he said.",0.738822340965271,0.8401987552642822,0.7862563133239746
"Bomb expert David Hyche created the eggs when his daughter turned blind The children follow sound of a beeper in a plastic egg, trade it for candy He has now passed on the idea to Alabama Institute for Deaf and Blind ","David Hyche developed the technology nine years ago when his four-month-old daughter turned blind. A transmitter is placed inside plastic eggs that let off a high-pitched beeping sound. Hyche has passed on the idea to the Alabama Institute for Deaf and Blind in Birmingham.Bomb expert David Hyche put a transmitter in a plastic egg so his daughter could join the fun. 'With my daughter, one of her first phrases was, 'I do it myself.' She wants to do it by herself and most of these kids want to do that too,' he said.Switch... pretty simple.' Giggling and running around the play area at Brimingham's regional center, the blind children filled baskets with the beeping eggs. 'We love to give the opportunity for our children with disabilities and their families to come out and have the same opportunity as everybody else does,' said Tamara Harrison.hared his idea with the Alabama Institute for Deaf and Blind this year. He shared his idea for the project with the institute with the state's deaf and blind community. The project is now in its second year of development. It is expected to be completed by the end of the year.",0.7341599464416504,0.873275876045227,0.7976980209350586
"David Messerschmitt, 30, who met his wife in college, had been using Craigslist to solicit men, according to an affidavit on Tuesday Jamyra Gallmon, 21, 'contacted victim using a masculine-sounding email address and went to hotel with the intention of robbing him'The pair got into a struggle on February 9 and she stabbed him repeatedly in the abdomen, back and groin The lawyer was found dead at the upscale Washington DC hotel after being reported missing by his wife Gallmon made an initial appearance on the murder charge Superior Court in DC on Thursday ","Jamyra Gallmon, 21, has been charged with first-degree murder while armed for allegedly killing David Messerschmitt, 30, on February 9 in Washington, D.C. The woman admitted to police that she set up the lawyer using a masculine-sounding email address and went to the upscale Donovan hotel with the intention of robbing him.Jamyra Gallmon, 21, has been charged with first-degree felony murder while armed for allegedly stabbing to death 30-year-old David Messerschmitt on February 9. An affidavit revealed on Thursday that he had been soliciting sex from men through Craigslist.ring the hotel wearing androgynous clothing including black boots, black pants and a black hooded jacket. The affidavit stated that the pair got into a struggle and the defendant pulled a knife from her pants and stabbed the victim repeatedly. The victim was found with multiple stab wounds to the back, groin and abdomen along with one wound which pierced his heart and another which hit hiMesserschmitt texted his wife Kim Vuong at 7.45pm on February 9 to tell her he would be home in an hour after leaving his law office. He never returned and the next day he was found dead at his hotel room with 'various credit cards strewn about' His hands had been bound with zip-ties into a pair of makeshift cuffs.Messerschmitt posted a Craigslist ad on February 9, soliciting responses from other men, using 'dcguy456' The lawyer began an exchange with an individual, using the name 'chrissanchez0906', around 2pm which continued throughout the day. He told the individual his room number at the hotel and gave a meeting time of 7pm.contact with was linked to Gallmon. On a search of the woman's DC apartment, police found a knife, black boots and gloves, and a pack of zip ties. One commenter said that 'dcguy456' had previously posted on the 'M4M' (men for men) section of Craigslist and identified himself as bisexual.David Messerschmitt, 30, was killed on February 9 in Washington, DC. Police have arrested Jamyra Gallmon in connection to the murder. Gallmon attended Forestville Military Academy in Maryland and was an exemplary student, a teacher said on social media. She was caught on surveillance video entering the hotel where Messerchmitt was killed.Gallmon made an initial appearance on the felony murder charge Superior Court in DC on Thursday. The 21-year-old attended the Forestville Military Academy in Maryland and had been an exemplary student. Her mother told NBC that her daughter had never been in trouble before and had an ambition to jMesserchmitt left his work at law film, DLA Piper, around 5.30pm on February 9 and texted his wife a couple of hours later to say he would back at their Capitol Hill home in an hour. Coach and teacher, Vincent McDuffie, told the station that she had wanted to play basketball in college but had suffered a knee injury.Messerschmitt was found dead in his room the next day and pronounced dead at the scene. Vuong didn't think anything seemed wrong with her husband. She reported him missing at midnight, saying it was unlike him to disappear and that usually he got home before her. Authorities  have arrested a Washington, DC woman named Jamyra Gallmon.Messerschmitt texted his wife Kim Vuong on February 9 that he would be home in an hour but never showed. It appears he had gone to the Donovan hotel after arranging to have sex with an individual on Craigslist who he believed to be a man. Gallmon's mother said that her 21-year-old daughter had never been in trouble before and had an ambition to join the military.Last week, Messerchmitt's wife gave an emotional speech, asking for help in finding her husband's killer. 'I have lost everything: my husband and my best friend. In one day, I lost the most important person in my life and the man I loved so much. And I have no answers,' she said.Messerschmitt was found stabbed to death in his hotel room on February 10. Last week, his wife, Kim Vuong, held a press conference, asking for help in locating her husband's killer. Gallmon told police she had gone to the Donovan hotel with the intention of robbing Mr Messerchmitt.",0.7554184198379517,0.8533114790916443,0.8013864755630493
"Serial killer Peter Sutcliffe, 68, was jailed for life for murdering 13 women Held at Broadmoor since being diagnosed with paranoid schizophrenia He is now being considered for a move to the low-security Priory unit ","Peter Sutcliffe has spent more than three decades in Broadmoor for the savage killings of 13 women. Despite being one of the country's most notorious serial killers, Sutcliffe may be moved to a cushy low security unit. Families of victims of Yorkshire Ripper Peter Sutcliffe are furious at plans to move him.Sutcliffe said he no longer hears the 'voices from God' which he had blamed for his killing spree at his 1981 trial. A report is being compiled which will be heard next month at a prison tribunal which will rule if the move goes ahead. But families of his victims are furious about the move.'This just rubs salt into the wounds of families and I believe any remorse he has shown is fake,' he said. A source at the prison said Sutcliffe was optimistic about the move. He had been previously turned down for a transfer to the unit which boasts facilities such as a fully-fitted gym and music room.He was said to be eating chocolate, watching television and listening to music. Broadmoor prison hospital houses some of Britain's most disturbed individuals. Potential plans to move him from the hospital to the Priory have been mooted. He used a hammer, screwdriver and knives to mutilate women across the north.ed to receive visitors four days a week who can stay for up to four hours. It was claimed he is also given money to spend in the psychiatric hospital’s shop, and attends a ceramics workshop and twice-weekly Bible studies sessions. In the evenings, he watches TV shows such as The X Factor and I’m A Celebrity... Get Me Out Of Here!There has been little change to his distinctive appearance apart from an increase in weight and the greying of his hair and beard. He had ballooned with some reports estimating his weight at 19 or 20 stone. Sutcliffe is currently said to enjoy a cushy lifestyle in Broadmoor eating chocolate, watching television and listening to music.It is thought Sutcliffe would be transferred to the Priory Thornford Park. Based just 30 miles from Broadmoor, it is set in Berkshire woodland. Offers a fully equipped gym and running track, a music room and occupational therapy suite. A'rehab kitchen' and computer  and education rooms are also amongst the high-end facilities at the unit.Broadmoor houses 122 men with mental illness, compared to Broadmoor's 210. Past residents include dangerous criminal John Maguir, convicted for assault, who escaped by scaling a wall. Its website states its users are 'among the most vulnerable members of society and require sensitive therapeutic interventions'The former trucker has seen his health deteriorate in recent years. He had a hernia operation in 2013 and was reported to have suffered a heart attack. The murderer, who is already blind in one eye after a prison attack, was also told  he could lose what remains of his sight within a year due to an eye condition.The claims about his lifestyle have angered victims’ families. Roofer Neil Jackson, 56, whose mother Emily was Sutcliffe’s second victim, said: ‘He tore apart our family and this just looks like he’�s being rewarded. I hope the lifestyle kills him’Sutcliffe has been in Broadmoor since he was given 20 life sentences in 1981. As well as the 13 women he killed, he tried to murder seven more in a five-year spree. The killer, who believed he was on a'mission from God' to kill sex workers, was diagnosed with paranoid schizophrenia in 1984.It costs taxpayers more than £300,000 a year to detain him in Broadmoor. Last year his plea to be moved to a unit in his home county of West Yorkshire was rejected. In 2010, an appeal over his sentence that could have led to him applying for parole was rejected, with a High Court judge saying he should never be released.The Priory and the Prison Service declined to comment on the move. The Department of Health, which is responsible for the medical unit, said they would not comment on individual cases. A spokeswoman for the Priory said they were not aware of any plans to move patients.",0.6878439784049988,0.8170456290245056,0.7468985319137573
"ISIS has announced that all nurses working for them must speak English Rule was one of the entry requirements for a new nursing school in Raqqa NHS has also attempted to introduce English language checks for nurses But despite the law being approved, a lengthyÂ consultation process means EU-trained nurses are still being employed without English tests ","ISIS announce plans to open a school of nursing in ISIS' de facto capital Raqqa. Militants also disclose the tough entry requirements for prospective medical students. The NHS still hasn't introduced English as a language for nurses in areas under ISIS control. The school will be based in the ISIS-held Syrian city of Raqqa.Nursing and Midwifery Council rules ban testing EU candidates. Applicants must be 25 years of age, speak fluent English, and be willing to work anywhere in territory controlled by extremists. NHS has yet to fully put in place the rules, with nurses who trained in Europe still able to treat patients without any formal language checks.Details of the new medical school were revealed by on Twitter by Raqqa Is Being Slaughtered Silently - an activist group based in the Syrian city. The group uses a network of brave informers to document the daily atrocities carried out by the Islamic extremists. RIBSS shared a photograph of a laminated document written in Arabic giving details of the medical school and listing the entry requirements for would-be nurses.entry exam, impress during an interview, graduated from secondary school with science qualifications, and willing to travel to any ISIS-held area. The document also states the importance of English - saying candidates will not be accepted without knowing how to speak and understand the language. This is in stark contrast with Britain where English language checks for all nurses are still not being enforced.Nursing and Midwifery Council must engage in a lengthy consultation process, draft new legislation and seek council approval before it can test the English language skills of nurses who trained within the EU. ISIS has English language rules for all nurses. The NHS does not have the same level of checks.Graduates will be considered for places at ISIS' medical school. They will be able to train for better paid jobs such as doctors and surgeons. ISIS' English language rules have been put in place long before the NHS has been able to bring in similar checks. The announcement in Raqqa promised that graduate nurses who achieved top grades and showed the most promise.ISIS has launched English-language radio news bulletins on its Iraqi broadcast service. The bulletin aired on Tuesday on its al-Bayan radio network, which already boasts updates in both Arabic and Russian. The nine-and-a-half minute broadcast included information on the latest suicide bombings and'martyrdom operations'egins and ends with traditional sounding Arabic music. It is hosted by a man with an American accent, who takes the listener through the main events of the day. It boasts of ISIS fighters 'roasting the flesh' of their opponents and car bombs killing people. It ends thanking the listener for 'tuning in'ced to take an IELTS language exam if it was felt their English made them unsafe in a medical environment. 429 doctors from outside the EU have been refused a licence to practise medicine in the UK because their English language skills are not up to scratch. Similar rules were passed last month extending those rules to prospective medical who trained inside the EU., as the regulator requires a lengthy public consultation process before it can amend its rules. Even then the law will only apply to candidates who medical authorities judge could be a danger due to poor English language skills. In such an instance the nurse would first be required to prove sufficient English language experience.el for their job. The company has been in business for more than 30 years and has won numerous awards for its work. The firm is based in Los Angeles and has offices in New York and Washington, D.C. It was founded in 1986 and is now based in San Francisco. It is owned by a private company.",0.7235130071640015,0.8372577428817749,0.7762407064437866
