Actual,Predicted,Precision,Recall,F1
"Tunisia, he saidMohamed Ali Malek (right) in the face as he tries to save the migrantsMalek, who was arrested on Saturday, has been charged with multiple manslaughterMaltaten to fourteenMalek said: 'It was a very sad dayEuropean Union-led mission to the Mediterranean to help the migrantsEuropean and that it is a 'disaster' for the EUItalian-led efforts in 2011Australia has been a major source of migrants to Italy, with more than a million people arriving in the country since the start of the yearAustraliaAustralia constitutionMalta said he was'very concerned' about the migrant crisisLibyan authorities have reportedly seized a number of boats carrying refugees from the country","Mohammed Ali Malek, 27, has been charged with multiple manslaughter Arrived in Malta on Italian rescue ship with bodies of 24 migrant victims He was arrested alongside his 26-year-old Syrian 'smuggler accomplice'Prosecutors say Malek crashed into ship which had come to its rescue Migrants then shifted position as result of collision, causing it to capsize ",0.7947945594787598,0.745182991027832,0.7691896557807922
"Kim Ki-Jong, who was a member of the anti-government movement, was arrested on suspicion of attempted murder on FridaySeoul's Severance Hospital has made it in a matter of hoursGrigsby, who is a dog, to be walked in the wheelchairKim Ki-Jong, who was arrested on Wednesday, has denied any intention to killKorean and that he was a'stupid' manKim's alleged involvement in the attack, which he said was a'symbolic' act, and are investigating whether he has violated the lawSouth Korea has also accused North Korea of'smear campaign'ch 5","Lippert, 42, suffered deep gashes to his hand when he was assaulted by knife-wielding nationalist Kim Ki-Jong in central Seoul last month 'It is an amazing apparatus, one I haven't seen before - so innovative and creative,' he wrote on Facebook ",0.7460784912109375,0.724686861038208,0.7352270483970642
"Cook was then dismissed for a duck by the West Indies' captain, who was a tad disappointed with his performanceIan Bell (left) and Gary Ballance (right) celebrate after a day of cricket",Alastair Cook completed his century on the second morning of action England captain resumed on 95 and reached three figures before retiring That allowed Ian Bell to arrive at the creaseÂ as tourists continued to bat ,0.7779964804649353,0.771834135055542,0.7749030590057373
"US officials had hoped would be a last resortPakistani officials, the Pakistani government was able to negotiate with the Taliban because it had contacts with the militantsPakistan described the killingt often describes CIA drone strikes According to New America, which tracks drone strikes in Pakistan, CIA drone attacks happened in Shawal, North Waziristan, on January 19 in which at least four militants were killed; also on January 15 in Tehsil Ladha, South Waziristan, in which at least five militants were killed; and on January 4 in Datta Khel, South Waziristan, in which at least eight militants were killedAfghanUS citizen, is a former CIA operative who was convicted of leaking information to the FBIUS as the new presidentIMU is a terrorist group that has been operating in Pakistan since the late 1990sPakistan on July 20, 2009Pakistani to Lahore, where they subsequently seized a number of other hostagesal Qaedaal Qaeda""US government has been criticized for not doing enough to free the hostagesAmerican hostages retrievedUS Department of Homeland Security, to oversee the clearance processa key one, it is not a purely political oneQatari government has a long history of negotiating with terrorists, and it has a long history of negotiating with terroristsQatar's coastPakistan has a long history of enforcing its sovereignty over its territory",US hostage Warren Weinstein is believed to have been accidentally killed in counter-terrorism strike Peter Bergen: US should rethink hostage policy to increase chances of freeing those held ,0.751970648765564,0.6628612875938416,0.7046098709106445
"Davila, who was arrested on suspicion of robbery, was a 'black widow' who posed as a 'black woman' on FacebookDiego Escalante, from Tigre, Buenos Aires, said he had been robbed after falling victim to the ployamponsDavila's nameDavila'stole the money from him'Davila was arrested on suspicion of robbery and drugging in the city of Buenos Aires on Wednesdaysan diego woman charged with rape","Sofia Davila, 21, nicknamed the 'Black Widow of Facebook' over crimes Caught after going to police, claiming she was forced out her victim's flat She has admitted bedding and robbing 15 men after spiking their drinks ",0.7961002588272095,0.7668652534484863,0.7812093496322632
"Australian Fashion Report also found that the Australian workforce is a'very diverse' workforce, with a large proportion of Australians working in the fashion industryAustralian clothinga worker earning a little more than the minimum wageLowes, Industrie, Best & Less and the Just Group were identified as some of the worst performersUzbekistan is the only country in the world that has a thriving textile industry, but the country is also home to a large number of migrant workersBapt, said: 'The report shows that the majority of companies still don't know where all their cotton comes fromThe report was based on a survey of 165 million children,' he saidBangladesh's 'unfair' labour laws'we didn't find any information that was particularly good'Kmart, which has a workforce of 30,000, has a workforce of 30,000","Australian Fashion Report revealed the Australian-sold brands and companies that ignore the exploitation of their overseas workers Lowes, Industrie, Best & Less and the Just Group - which includes Just Jeans, Portmans and Dotti - were  some of the worst performers Etiko, Audrey Blue, Cotton On, H&M and Zara had some of the best scores 75 per cent of companies don't know the source of all their fabrics and inputs ",0.8399126529693604,0.7712334394454956,0.8041092753410339
"Arsenal's Under 21sArsenal player of the year award in DecemberWilshere has been a key part of the squad for the last two seasons, but has struggled to find the net this seasona hamstring injury and has been out for the last two weeksWilshere has been a key part of the side that won the league title last season","Arsenal take on Stoke City in Barclays Under 21 Premier League clash Jack Wilshere and club captain Mikel Arteta have been out since November Abou Diaby has been ravaged by injuries during nine-year spell at club Arteta, Wilshere and Diaby are all close to first-team returns Young winger Serge Gnabry also in the side on return from injury READ: Arsenal's Alex Oxlade-Chamberlain, Calum Chambers, Jack Wilshere and Danny Welbeck keep their agents close CLICK HERE for all the latest Arsenal news ",0.7490061521530151,0.78413325548172,0.7661672234535217
"Nick’ Arulchelvam was a shopkeeper at the store in Watfordsat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he sat down and he satMr Prasanna was pronounced dead at the scenePatrick O’Driscoll’s arrestMichael McInerney, who was a member of the gang, was a'very good man' and 'a very good man'McInerney to a sex slaverobbery and conspiracy to rob were rejectedMcInerney’s car to the Sheerness areaChelmsford, Chelmsford, Colchester and IpswichUday Prasanna, who was also a Tesco managerThe couple, who had been married for five years, had been living together in a flat in Watford for a year","Prasanna Arulchelvam leapt into van as it sped away but was pushed out His head hit the ground with a 'nasty crunch' and he died 11 days later A gang tried to steal cigarettes from the victim's van before he gave chase All three have now been jailed, including the man who pushed Mr Prasanna ",0.6788066029548645,0.5992336273193359,0.6365429759025574
"Siberia, where the fires are a result of a droughtPacific Ocean, causing the fires to spread to the United StatesraysThe smoke will be a lot less visible","Smoke from massive fires in Siberia created fiery sunsets in the Pacific Northwest Atmospheric winds carried smoke from the wildfires across the Pacific Ocean Smoke particles altered wavelengths from the sun, creating a more intense color ",0.8064393997192383,0.7860269546508789,0.7961023449897766
"Austrian historians for years, but this is the first time they have found a camel skeleton in the countryThe Telegraph reportssex animalGerman Nation'saved' camel was a cross-breed camel that was bred in the Ottoman Empire during the 1683 Siege of ViennaTulln's firstcamels as a means of transportOttoman Empire was a significant part of the battle's successwas a 'Viennese camel'The dog was a 'Bactrian-dromedary hybrid' – a breed popular in the Ottoman army at the time","Scientists say camel was left in Tulln after the 1683 siege of Vienna It would have shocked residents as camels were an alien species 'They didn't know what to feed it or whether one could eat it,' study said Ottoman army used camels for transportation and as riding animals ",0.7890663743019104,0.7594694495201111,0.7739850878715515
"Ben Affleck saidAffleck's own family, and the show's producer didn't seem to mindAffleckAffleck's viewsPBS's own archivesLynton was a spokesman for the show, and he was not involved in the negotiationsAffleck's way in the Revolutionary WarAffleck was ""asshole"" and ""assholes"" are ""assholes""PBS's decision to leave out the information about Affleck's distant relative was a good oneYe","Ben Affleck admits he asked PBS show ""Finding Your Roots"" to avoid mentioning his slave-owning ancestor Dean Obeidallah says the actor and the show were right to leave the detail out ",0.8051108717918396,0.784164309501648,0.7944995760917664
"Mediterranean boatsGhermay to the sands of the Mediterranean and he dragged me to the shores of the MediterraneanItalian prosecutors' search for himLibyan government in 2011Italian job,' he saidUAE''swimming' in the Mediterranean as they wait for their boat to dock in SicilyAfricaItaly was about 50,000 eurosadvi is a slang term used by the migrant traffickers to describe the people who are smuggled into the countryMediterranean coastTunisian boat captain was arrestedPortugal of ignoring the ship's distress signal and ignoring the crew's pleas for helpEgypt on Friday morning and was spotted by a passing schooner on the coast of LibyaThe ship was carrying a crew of five, including a crew of four Italians","Mered Medhanie and Ermias Ghermay 'have made Â£72m in last two years'Medhanie heard on police wiretap mocking the fatal overcrowding of ships Ghermay reportedly said: 'I don't know what happened, they probably died'Pair wanted over major smuggling ring, but are hiding in lawless Libya ",0.7473248839378357,0.7323975563049316,0.7397858500480652
"Beatrice has been a vocal critic of for yearsBernie Ecclestone has been accused of repressing pro-democracy activists in BahrainBah Tower, he said: ‘It’s a very unusual sightBeatrice was spotted in the Gulf state in DecemberAir MilesBeatrice is not a full-time employeeBeatri was spotted in the middle of the race, a few laps from the finish line, with her father, who was also in the race, congratulating herYo, the tiger-striped tiger, is the smallest of the three tigersBeatrice has been spotted in the city on a number of occasions since the start of the yearBeatrice has been spotted in the country for the first time since her retirement from SonyBeatrice, who is a spokesman for the Duke of York, has been a regular visitor to the Middle East for the past two yearsBeatrice's parents are a family of five and have been married for a decadeSonyVerde, where she was reunited with her family and friendsCol in SwitzerlandEugenieFormula 1 titlee race from a platform suspended above the track","Beatrice seen watching race on terrace with the Gulf state's Crown Prince Marks 13th holiday since November last year, and fourth in a month Princess quit her job at Sony Pictures in New York before Christmas Despite that she isÂ describedÂ as working full-time on her father's website ",0.7633453607559204,0.6992786526679993,0.72990882396698
"Boehner's officeGOP requests for documentsObama's second day in officeHouse majority leader, was adamant that the case should be referred to the Justice DepartmentCongress's request for a retrialLerner, who was a member of the House panel that investigated the alleged bribery, has been a vocal critic of the Justice Department's handling of the investigationBoehner's 'disgust' at the IRS's 'incompetence'Republican PartyRepublican's resignation, is now a Republican foe of the IRS's LernerHouse majority leader, Rep'to prosecute the IRS for its 'incidental' targeting of Americans based on their political beliefs'Lois Lerner's attorney, William Taylor, said in a statement that his client 'looks forward to moving on with her life'","Justice Dept sent 7-page letter to House Speaker John Boehner explaining why the former IRS official was allowed to plead the Fifth Amendment Federal prosecutor in charge of the case sent his decision to Capitol Hill on the last day before his own resignation took effect Lerner offered a self-serving opening statement during a 2013 hearing, but refused to take questions even though she was under subpoena Hearing focused on the IRS's habit of targeting conservative groups with special scrutiny based on words like 'patriots' or 'tea party' in their names The DOJ says she can't be prosecuted for defying the subpoena 'because she made only general claims of innocence' and offered few details ",0.7805889248847961,0.7821524143218994,0.7813699245452881
"ISIS has sent the United States into uncharted territory,"" McGurk saidSyriaUS-led coalitions,"" he saidIraq's efforts to fight ISISISIS propaganda, and they've been able to get it to the people of Iraq,"" he saidISIS is, and they're learning that they're not going to get a slave bride, and they're going to get killed""""I think we're going to see those networks begin to dry up,"" he said",Obama's point man in ISIS fight doesn't rule out US military action beyond Iraq and Syria Brett McGurk: Iraqi leader making progress with Sunni tribes in planned Anbar offensive ,0.7910751104354858,0.7181687355041504,0.7528610229492188
"Ukip leader Nigel Farage 'jealous' of how the PM has reversed the greying processDavid Lloyd George to get his hair doneCameron was a ‘doctor’, Mr Farage said: ‘I think he is’David Cameron has said he is not worried about going grey",Farage claims PM has been secretly using hair dye to turn back the years He said: 'Any man who can reverse the greying process Iâ€™m jealous of'The PM has been accused of visiting stylists to keep hair looking youthful ,0.8077415823936462,0.7959628105163574,0.8018088936805725
Alabama are able to find the eggs by putting a transmitter inside the eggsBomb expert's device'several' children with disabilitiesThe Alabama Institute for the Deaf and Blind (AIDB) is a nonprofit organization that provides services to the blind and deaf in the state of Alabama,"Bomb expert David Hyche created the eggs when his daughter turned blind The children follow sound of a beeper in a plastic egg, trade it for candy He has now passed on the idea to Alabama Institute for Deaf and Blind ",0.776189386844635,0.7724032402038574,0.7742916941642761
"David Messerschmitt, who was married to his wife, was a'serious' man, and he was a'very good guy', the prosecutor saidDavid Messerschmitt's room, she allegedly stabbed him in the head with a kitchen knifegroins, a cigarette lighter and a cigarette lighterCraigslist was 'dcguy456'cited a 'dcguy456' profile on Craigslist as a possible link to the murderFacebook'kill''sleepless' for more than a weekJamyra Gallmon was a'suspicious' woman who had been'suspicious' of Messerschmitt for a whileGallmon spokesmanDavid Messerchmitt was a graduate of the University of Cincinnati Law SchoolGallmon, who was arrested on suspicion of murder, was released on a $20,000 bond","David Messerschmitt, 30, who met his wife in college, had been using Craigslist to solicit men, according to an affidavit on Tuesday Jamyra Gallmon, 21, 'contacted victim using a masculine-sounding email address and went to hotel with the intention of robbing him'The pair got into a struggle on February 9 and she stabbed him repeatedly in the abdomen, back and groin The lawyer was found dead at the upscale Washington DC hotel after being reported missing by his wife Gallmon made an initial appearance on the murder charge Superior Court in DC on Thursday ",0.7882046699523926,0.7786835432052612,0.7834151983261108
"Priory unitJack the Ripper be moved to a new prisonslang to describe himself as a'savage', was 'assassinated' by a prison officerBroadmoor's'sexy' showers– has been released by the hospitalBroadmoor is a secludedBroadmoor is a'very special place' for Sutcliffe, who has been a resident for more than a decadeBroadmoor's 210 beds is a 'complex' mix of low and medium secure beds, with a mix of low and medium secure beds'serious'YorkshireBroadmoor staff, who have been'very frightened' of himBroadmoor is the largest prison in the UK and the largest in the world for a male inmateThe Priory has been criticised for its lack of transparency and for its failure to provide a clear explanation for the move","Serial killer Peter Sutcliffe, 68, was jailed for life for murdering 13 women Held at Broadmoor since being diagnosed with paranoid schizophrenia He is now being considered for a move to the low-security Priory unit ",0.7614104747772217,0.6951252818107605,0.7267595529556274
"English teachersNHS nurse to be trained in the UK are still being kept secretIslamic medical exam and have a minimum of a 'B' grade in a medical examBritain being a member of the European UnionEnglish language training period before they can work in the countryRaqqa school will be able to work for the terrorist organisation after graduation'said to be 'the first of its kind', was aired on the network's websiteItalianNHS England has said it will be introducing it in the coming monthsEnglish levelThey are el for their job","ISIS has announced that all nurses working for them must speak English Rule was one of the entry requirements for a new nursing school in Raqqa NHS has also attempted to introduce English language checks for nurses But despite the law being approved, a lengthyÂ consultation process means EU-trained nurses are still being employed without English tests ",0.7986838221549988,0.7554519176483154,0.7764665484428406
"Kevin Streelman won the Par-3 Contest on a play-off against Camilo Villegas on WednesdayMasters, but Streelman's victory was a surpriseteeAugusta National standTiger Woods to win the tournamentJack Nicklaus (centre) with Ben Crenshaw (right) and Gary Player (left)Horan said after the incidentRory McIlroy is a big fan of the 'Storm' singer and has been a fan of the band for years",Kevin Streelman beat Camilo Villegas on third play-off hole at Augusta Tiger Woods played in the par-three contest for the first time since 2004 Jack Nicklaus recorded his first ever hole-in-one at the Masters ,0.8002901077270508,0.7342333793640137,0.7658399343490601
Israeli's attempts to stop themgrenades to disperse the crowdsPalestinians are not free'Palestinians againPalestinian Prisoners Day protestsThe protesters were reportedly chanting'israel israel'and'israel israel'as they walked away from the scene,"Boy, five, pelts police with stones as Palestinian protesters clash with Israeli police on the northern West Bank Violence erupted after more than 100 demonstrators took part in a rally to mark Palestinian Prisoners Day Israel has arrested around 800,000 Palestinians in the occupied territories since 1967 with 6,000 currently being held ",0.7527545094490051,0.7626184821128845,0.7576543688774109
Ross McCormack's goal was the only goal of the gameJermaine Pennant and the teamWigan manager Gary Caldwell says he is'very proud' of his players' performanceCaldwell has been sacked by the club after a run of six games without a winWigan's goal in the second halfWiganI'm going to be tired,Fulham 2-2 Wigan Athletic: CLICK HERE to read the match report Latics came from behind twice to stun the Cottagers Gary Caldwell admitted his first taste of management was 'crazy',0.7387643456459045,0.7438901662826538,0.7413183450698853
"Australia 108, who is also the owner of the Melbourne's tallest building, said he was'very happy' to have the apartmentMelbourne apartment is spread across the entire 100th floor of Australia 108 complexMelbourne's first skytrain stationMelbourne's CBDCBRE managing director of residential prAustralia 108, which is a penthouse apartment with a view of the citySydney's skyline and the bayAustralia 108 will be the tallest residential building in the worldEureka by a few metres, the Q1 Gold Coast building is the highest in Australiasydney's tallest building",Melbourne penthouse apartment was sold to Chinese businessman for $25 million Penthouse is in Australia 108 development at Melbourne's Southbank The 750 square metre apartment is spread across entire 100th floor of super skyscraper The building will be 319 metres tall - the highest in the southern hemisphere Construction has started on the building and is due to be complete in 2019 ,0.8108724355697632,0.7746698260307312,0.7923578023910522
British royals to choose fromJet Set Candy's Marry British Royalty Spinner Charm comes in 14K gold vermeil and sterling silver and retails for $198Prince Harry is listed as the only maleLondon charms and a 'destination' braceleta gold or silver finishNew YorkerKate's favourite)The London Is My Cup Of Tea Charm (R) is available for $128,"Jet Set Candy's Marry British Royalty Spinner Charm comes in 14K gold vermeil and sterling silver and retails for $198 and $148, respectively ",0.931221604347229,0.8333568572998047,0.8795753717422485
Dale Coyne Racing team chief mechanic Todd Phillips was hit by a car during Sunday's Indy Grand Prix of LouisianaFrancesco DraconeTodd Phillips as he was flagged down by a driverGrand PrixPhillips said: 'It's a freak accident,"Pit crew member Todd Phillips was hit by a car on Sunday during the inaugural IndyCar Grand Prix of Louisiana HeÂ wasÂ injuredÂ when he was struck by the car of Francesco Dracone, who hadÂ come in on Lap 25 for tires and fuel Phillips received stitches for a cut on his leg and has been released Dracone did not finish the race and wound up 23rd ",0.8085684180259705,0.806247353553772,0.8074062466621399
"Poldark fans will be pleased to know that Aidan's chest hair has been shaved offAidan Turner, who has admitted to using baby oil to show off his physique to maximum effect, has admitted to using baby oil to show off his once-hairy chest in favour of a less hirsute lookPoldark's chest hair offTwitter users have also weighed in with their own opinionsPoldark'The actor, who has a'strange' past, has been a regular on the set of the show since its inception in 2005",Photos taken for BBC show Being Human see Aidan Turner with a full 'rug'but his chest hair in Poldark's shirtless scenes looks distinctly pruned Fans take to Twitter to comment on new Poldark male grooming debate Aidan admits he uses baby oil to make his muscles look good in the series ,0.8104772567749023,0.7871500849723816,0.7986433506011963
"David Cameron has a commanding four point lead over the Labour Party with just 28 days until polling dayLabour are now a clear favourite to win the election, with a majority of 65% in the pollLabour has had since the 2010 general electionLabour has a four-point lead over the Tories in the poll– or a tenth – of support for the ideantage point lead over the Conservatives",Miliband overtakes David Cameron as the most popular political leader It is the first time that Labour leader has been ahead in approval ratings Labour Party has also taken a commanding four point lead over the Tories ,0.8225430250167847,0.7983908653259277,0.8102870583534241
"'awful' things parents do to their childrenTwitter posteat the bubble solution, therefore I'm an #a**holeparent,' wrote oneTwitter user posted a picture of their child crying, 'It's a poop ball,' and a picture of their child'stuck in a poop bag''t,' another parent wrotesat in his highchair and read while I swept up the food on the floor,' one parent captioned the imagei'm a fucking a**hole","#a**holeparents is a hashtag on Instagram to expose 'flawed parenting'Parents posts pictures of their children crying with the hashtag Children are shown crying because they are being fed and cleaned 'I wouldn't let her have a knife,' captioned one snap of a child sobbing The hashtag has almost 4000 posts from parents all over the world ",0.7885286808013916,0.7845997214317322,0.7865592837333679
